,book_id,goodreads_book_id,best_book_id,work_id,books_count,authors,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,language_code,genres
6152,6153,643974,643974,62899,60,Sue Grafton,1992,"I is for Innocent (Kinsey Millhone, #9)",3.9,21756,23492,539,71,549,7035,9921,5916,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['mystery', 'fiction', 'crime', 'thriller', 'suspense', 'books', 'contemporary']"
6153,6154,5809,5809,2999000,62,Thomas Pynchon,1963,V.,3.97,13485,16046,824,439,885,3063,6006,5653,https://images.gr-assets.com/books/1328110787m/5809.jpg,fre,"['fiction', 'classics', 'contemporary']"
6154,6155,989313,989313,19248724,7,"Joseph Conrad, A. Michael Matin",1899,Heart of Darkness and Selected Short Fiction,3.75,18873,19392,192,1061,1793,4477,5759,6302,https://images.gr-assets.com/books/1328851164m/989313.jpg,eng,"['classics', 'fiction', 'historical-fiction', 'horror', 'books']"
6155,6156,472025,472025,1043242,68,"Bertrand Russell, Paul  Edwards",1927,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,4.03,13678,14962,506,349,700,2710,5627,5576,https://images.gr-assets.com/books/1347925703m/472025.jpg,eng,"['philosophy', 'religion', 'nonfiction', 'classics', 'science', 'spirituality']"
6156,6157,23422,23422,812271,55,Alain de Botton,2002,The Art of Travel,3.81,13100,14840,870,392,1020,3704,5604,4120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['travel', 'philosophy', 'nonfiction', 'art', 'psychology', 'self-help', 'history', 'memoir', 'fiction', 'contemporary', 'biography']"
6157,6158,608216,608216,2098474,40,Paullina Simons,2006,"The Summer Garden (The Bronze Horseman, #3)",4.13,15737,19133,1810,501,1020,3136,5385,9091,https://images.gr-assets.com/books/1411993309m/608216.jpg,eng,"['historical-fiction', 'romance', 'fiction']"
6158,6159,25066591,25066591,44146594,34,James Patterson,2015,"Cross Justice (Alex Cross, #23)",4.22,8634,16401,1490,210,472,2241,6077,7401,https://images.gr-assets.com/books/1427135714m/25066591.jpg,eng,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary']"
6159,6160,326272,69091,2321188,127,"Heinrich Böll, محمد اسماعیل‌زاده",1963,عقاید یک دلقک,4.05,4225,13897,824,225,659,2598,5101,5314,https://images.gr-assets.com/books/1394632139m/326272.jpg,per,"['fiction', 'classics']"
6160,6161,18209468,18209468,25630270,26,Laura McHugh,2014,The Weight of Blood,3.73,15533,17154,2125,355,1003,5018,7310,3468,https://images.gr-assets.com/books/1395611141m/18209468.jpg,eng,"['mystery', 'fiction', 'thriller', 'suspense', 'crime', 'contemporary']"
6161,6162,110396,110396,1118162,42,Julia Quinn,2004,"When He was Wicked (Bridgertons, #6)",4.03,24085,26005,1092,245,1172,5505,9597,9486,https://images.gr-assets.com/books/1274212205m/110396.jpg,eng,"['romance', 'historical-fiction', 'fiction', 'chick-lit']"
6162,6163,10852027,10852027,15766774,37,Sue Grafton,2011,"V is for Vengeance (Kinsey Millhone, #22)",3.93,18402,22215,2310,140,820,5518,9761,5976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['mystery', 'fiction', 'crime', 'suspense', 'thriller', 'contemporary']"
6163,6164,303460,303460,1878,16,Margaret Peterson Haddix,2002,"Among the Betrayed (Shadow Children, #3)",4.06,19964,20905,872,132,723,4668,7526,7856,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['young-adult', 'science-fiction', 'fiction', 'fantasy']"
6164,6165,22322,22322,1715356,47,William Gibson,2007,"Spook Country (Blue Ant, #2)",3.66,14855,16351,1357,331,1368,5061,6307,3284,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'science-fiction', 'thriller', 'mystery', 'suspense']"
6165,6166,534289,534289,521797,140,"Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung",-750,The I Ching or Book of Changes,4.18,12781,14700,275,178,599,2649,4230,7044,https://images.gr-assets.com/books/1406503668m/534289.jpg,eng,"['philosophy', 'religion', 'spirituality', 'nonfiction', 'classics']"
6166,6167,153492,153492,2422487,575,John Buchan,1915,"The 39 Steps (Richard Hannay, #1)",3.6,12704,21125,1698,430,1974,7176,7516,4029,https://images.gr-assets.com/books/1391320797m/153492.jpg,eng,"['fiction', 'classics', 'mystery', 'thriller', 'crime', 'historical-fiction']"
6167,6168,10252302,10252302,15152485,40,Joan Didion,2011,Blue Nights,3.75,15852,17092,1941,349,1371,4724,6336,4312,https://images.gr-assets.com/books/1319148558m/10252302.jpg,eng,"['memoir', 'nonfiction', 'biography', 'contemporary']"
6168,6169,48484,48484,47428,33,Peter Watts,2006,"Blindsight (Firefall, #1)",3.99,14583,17483,1593,372,1034,3461,6108,6508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['science-fiction', 'fiction', 'horror', 'fantasy']"
6169,6170,17674991,17674991,24678726,8,Nick Offerman,2013,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living,3.64,13627,15140,1538,559,1411,4446,5294,3430,https://images.gr-assets.com/books/1372042175m/17674991.jpg,eng,"['nonfiction', 'memoir', 'biography', 'self-help', 'philosophy', 'contemporary', 'fiction', 'books']"
6170,6171,7619398,7619398,10091604,17,"Scott Snyder, Stephen King, Rafael Albuquerque",2010,"American Vampire, Vol. 1",3.98,17578,18407,1113,356,981,3663,7054,6353,https://images.gr-assets.com/books/1389666348m/7619398.jpg,eng,"['graphic-novels', 'comics', 'horror', 'fiction', 'fantasy', 'historical-fiction', 'paranormal', 'thriller', 'manga']"
6171,6172,3080212,3080212,3111256,29,John Sandford,2008,"Heat Lightning (Virgil Flowers, #2)",4.16,16507,18301,720,133,411,3057,7484,7216,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'books', 'contemporary']"
6172,6173,16619,16619,90454,256,"Alexis de Tocqueville, Isaac Kramnick, Gerald Bevan",1835,Democracy in America ,3.99,15917,17726,590,242,919,3887,6411,6267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['history', 'nonfiction', 'philosophy', 'classics']"
6173,6174,43932,43932,14597391,60,Harlan Coben,1996,Drop Shot (Myron Bolitar #2),3.92,17128,20378,983,85,602,5214,9383,5094,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'sports']"
6174,6175,8951,8951,3214277,49,Darren Shan,2002,"The Lake of Souls (Cirque Du Freak, #10)",4.19,16803,18281,405,188,796,3094,5525,8678,https://images.gr-assets.com/books/1255988654m/8951.jpg,eng,"['fantasy', 'young-adult', 'horror', 'paranormal', 'fiction']"
6175,6176,16081754,16081754,21881113,16,A. Meredith Walters,2012,"Find You in the Dark (Find You in the Dark, #1)",3.98,24615,25092,1962,725,1439,4754,8785,9389,https://images.gr-assets.com/books/1359627731m/16081754.jpg,eng,"['romance', 'young-adult', 'contemporary']"
6176,6177,4313522,4313522,4361300,44,Erica Bauermeister,2009,The School of Essential Ingredients,3.78,16853,19578,3631,370,1428,5344,7476,4960,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'chick-lit', 'contemporary', 'romance']"
6177,6178,13281637,13281637,18486007,8,Amy A. Bartol,2011,"Intuition (The Premonition, #2)",4.29,18472,20664,794,247,599,2798,6308,10712,https://images.gr-assets.com/books/1327897016m/13281637.jpg,eng,"['paranormal', 'fantasy', 'young-adult', 'romance', 'fiction']"
6178,6179,3276012,3276012,3312295,64,Bernard Cornwell,2008,Azincourt,4.11,14098,17864,1168,143,525,3204,7413,6579,https://images.gr-assets.com/books/1327151016m/3276012.jpg,eng,"['historical-fiction', 'fiction']"
6179,6180,30512,30512,2305040,61,Roddy Doyle,1993,Paddy Clarke Ha Ha Ha,3.75,15044,16773,669,325,1171,4673,6759,3845,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'contemporary', 'historical-fiction']"
6180,6181,77699,77699,75046,67,Anne Tyler,1982,Dinner at the Homesick Restaurant,3.82,17203,18976,1422,313,1124,5054,7752,4733,https://images.gr-assets.com/books/1502218870m/77699.jpg,eng,"['fiction', 'contemporary', 'classics']"
6181,6182,787660,787660,3038288,52,V.C. Andrews,1985,"Heaven (Casteel, #1)",4.01,17289,18252,463,240,1013,4153,5713,7133,https://images.gr-assets.com/books/1321683934m/787660.jpg,eng,"['fiction', 'young-adult', 'horror', 'romance', 'mystery', 'contemporary', 'thriller', 'chick-lit']"
6182,6183,47881,47881,847797,27,Jenny Nimmo,2006,"Charlie Bone and the Hidden King (The Children of the Red King, #5)",3.98,18899,19344,302,282,970,4579,6532,6981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fantasy', 'young-adult', 'fiction', 'mystery']"
6183,6184,18825,18825,85999,54,Martin Amis,1984,Money,3.71,14703,16390,854,728,1467,4072,5751,4372,https://images.gr-assets.com/books/1367084993m/18825.jpg,eng,"['fiction', 'classics', 'contemporary', 'thriller', 'mystery']"
6184,6185,216131,216131,1830020,31,John Sandford,1998,"Secret Prey (Lucas Davenport, #9)",4.25,16964,18502,343,71,208,2650,7731,7842,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'books']"
6185,6186,34871,34871,34835,6,"Chris Ryall, Gabriel Rodríguez, Clive Barker",1989,The Complete Clive Barker's The Great And Secret Show,4.21,15599,15695,61,146,468,2479,5455,7147,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['horror', 'fantasy', 'graphic-novels', 'fiction', 'comics', 'suspense', 'science-fiction']"
6186,6187,754713,754713,10479789,359,Arthur Conan Doyle,1917,His Last Bow: 8 Stories,4.27,20057,22141,471,120,436,3353,7590,10642,https://images.gr-assets.com/books/1368588782m/754713.jpg,eng,"['mystery', 'classics', 'fiction', 'crime', 'historical-fiction']"
6187,6188,761575,761575,711892,48,"Brian Herbert, Kevin J. Anderson",1999,House Atreides (Prelude to Dune #1),3.69,16739,17878,397,760,1577,4825,5929,4787,https://images.gr-assets.com/books/1403181106m/761575.jpg,eng,"['science-fiction', 'fiction', 'fantasy', 'science', 'books', 'classics']"
6188,6189,244572,244572,6594671,70,Diana Wynne Jones,1977,"Charmed Life (Chrestomanci, #1)",3.95,21896,24251,875,661,1194,5133,9051,8212,https://images.gr-assets.com/books/1396706429m/244572.jpg,eng,"['fantasy', 'young-adult', 'fiction']"
6189,6190,229432,229432,3315230,615,Charles Dickens,1837,The Pickwick Papers,3.82,17080,20011,1175,537,1496,5076,6842,6060,https://images.gr-assets.com/books/1360795072m/229432.jpg,eng,"['classics', 'fiction', 'historical-fiction']"
6190,6191,2615008,2615008,2639658,36,Joseph O'Neill,2008,Netherland,3.4,13314,15734,2355,685,2192,5224,5338,2295,https://images.gr-assets.com/books/1344205853m/2615008.jpg,eng,"['fiction', 'contemporary', 'sports']"
6191,6192,75020,75020,72565,55,Steve Berry,2004,The Romanov Prophecy,3.9,17052,18300,954,220,901,4627,7241,5311,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'thriller', 'historical-fiction', 'mystery', 'suspense', 'history', 'crime', 'contemporary']"
6192,6193,6660747,6660747,6633597,18,Larissa Ione,2010,Ecstasy Unveiled (Demonica #4),4.36,23366,24597,888,140,433,2892,8194,12938,https://images.gr-assets.com/books/1327876614m/6660747.jpg,eng,"['paranormal', 'romance', 'fantasy']"
6193,6194,1096390,1096390,1792422,91,Alan Bennett,2007,The Uncommon Reader,3.82,16957,22636,4211,308,1378,6039,9331,5580,https://images.gr-assets.com/books/1317064291m/1096390.jpg,eng,"['fiction', 'contemporary']"
6194,6195,22911,22911,935000,256,"Franz Kafka, بهرام مقدادی",1927,Amerika,3.73,14500,16845,640,300,1280,5012,6280,3973,https://images.gr-assets.com/books/1327894257m/22911.jpg,eng,"['fiction', 'classics', 'philosophy']"
6195,6196,831829,831829,280664,17,"Steve Niles, Ben Templesmith",2001,"30 Days of Night, Vol. 1",3.81,15532,15895,467,430,1326,4123,4993,5023,https://images.gr-assets.com/books/1178747918m/831829.jpg,eng,"['graphic-novels', 'comics', 'horror', 'fiction', 'fantasy', 'paranormal']"
6196,6197,197459,197459,3239312,36,Erin Hunter,2006,"Sunset (Warriors: The New Prophecy, #6)",4.35,20148,21076,371,200,642,2806,5263,12165,https://images.gr-assets.com/books/1363488668m/197459.jpg,eng,"['fantasy', 'fiction', 'young-adult']"
6197,6198,9666241,9666241,14553962,7,"يوسف زيدان, Youssef Ziedan",2010,النبطي,3.43,11218,12615,1602,709,1626,4112,3913,2255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,ara,"['historical-fiction', 'fiction', 'religion', 'philosophy']"
6198,6199,11045709,11045709,15966434,29,Hillary Jordan,2011,When She Woke,3.67,19553,21537,3869,528,1771,6346,8527,4365,https://images.gr-assets.com/books/1358274814m/11045709.jpg,eng,"['fiction', 'science-fiction', 'young-adult', 'religion', 'fantasy']"
6199,6200,300226,300226,2967387,66,Sidney Sheldon,1970,The Naked Face,3.51,13862,14829,432,341,1706,5510,4656,2616,https://images.gr-assets.com/books/1398003487m/300226.jpg,eng,"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'romance', 'contemporary']"
6200,6201,93726,93726,1128931,79,Meg Cabot,2006,"Princess in Training (The Princess Diaries, #6)",3.7,23199,25362,584,375,2168,8440,8115,6264,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['young-adult', 'romance', 'chick-lit', 'fiction', 'contemporary']"
6201,6202,1566053,1566053,1558637,18,"Christopher Hitchens, Titus Lucretius Carus, Omar Khayyám, Thomas Hobbes, Baruch Spinoza, David Hume, James Boswell, Percy Bysshe Shelley, George Eliot, Charles Darwin, Leslie Stephen, Anatole France, Mark Twain, Joseph Conrad, Thomas Hardy, Emma Goldman, H.P. Lovecraft, Carl Van Doren, H.L. Mencken, Sigmund Freud, Albert Einstein, George Orwell, John Betjeman, Chapman Cohen, Bertrand Russell, Philip Larkin, Martin Gardner, Carl Sagan, John Updike, John Leslie Mackie, Michael Shermer, A.J. Ayer, Daniel C. Dennett, Charles Templeton, Richard Dawkins, Victor J. Stenger, Elizabeth S.  Anderson, Penn Jillette, Ian McEwan, Steven Weinberg, Salman Rushdie, Ibn Warraq, Sam Harris, A.C. Grayling, Ayaan Hirsi Ali, John Stuart Mill, Karl Marx",2007,The Portable Atheist: Essential Readings for the Nonbeliever,4.02,14209,14798,433,435,630,2727,5368,5638,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['religion', 'philosophy', 'nonfiction', 'science', 'history', 'spirituality', 'psychology', 'books', 'poetry']"
6202,6203,7715664,7715664,10083611,18,Larissa Ione,2010,Sin Undone (Demonica #5),4.35,22815,23930,882,186,485,2903,7550,12806,https://images.gr-assets.com/books/1344263648m/7715664.jpg,eng,"['paranormal', 'romance', 'fantasy']"
6203,6204,10238,10238,1637223,63,Fritjof Capra,1975,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,3.96,12576,13762,425,318,750,2973,4794,4927,https://images.gr-assets.com/books/1327908532m/10238.jpg,eng,"['science', 'philosophy', 'nonfiction', 'spirituality', 'religion']"
6204,6205,16114861,16114861,21932118,12,Madeline Sheehan,2013,"Unbeautifully (Undeniable, #2)",4.38,26701,28774,2330,321,641,2992,8734,16086,https://images.gr-assets.com/books/1356218822m/16114861.jpg,eng,"['romance', 'contemporary']"
6205,6206,26158341,26158341,46115850,11,Kathryn Croft,2015,The Girl With No Past,3.59,15572,15764,1063,577,1570,4786,5674,3157,https://images.gr-assets.com/books/1440440726m/26158341.jpg,eng,"['thriller', 'fiction', 'mystery', 'suspense', 'crime', 'contemporary', 'psychology', 'young-adult']"
6206,6207,18077752,18077752,25384096,40,Jeff VanderMeer,2014,"Acceptance (Southern Reach, #3)",3.58,13765,16593,2026,424,1860,5119,6065,3125,https://images.gr-assets.com/books/1403941598m/18077752.jpg,eng,"['science-fiction', 'fiction', 'horror', 'fantasy', 'mystery']"
6207,6208,12958487,12958487,18115826,17,Kristen Ashley,2011,"Lady Luck (Colorado Mountain, #3)",4.44,28620,30775,1844,180,529,2862,9325,17879,https://images.gr-assets.com/books/1327912930m/12958487.jpg,eng,"['romance', 'contemporary', 'suspense', 'chick-lit', 'mystery']"
6208,6209,6609714,6609714,6803681,34,Elizabeth Eulberg,2010,"The Lonely Hearts Club (The Lonely Hearts Club, #1)",3.83,18208,21410,1986,486,1678,5368,7293,6585,https://images.gr-assets.com/books/1479699351m/6609714.jpg,eng,"['young-adult', 'romance', 'contemporary', 'chick-lit', 'fiction', 'music']"
6209,6210,107776,107776,1010164,48,Julie Garwood,1999,"Ransom (Highlands' Lairds, #2)",4.33,22116,24323,991,110,541,3237,7773,12662,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['romance', 'historical-fiction', 'fiction']"
6210,6211,16316,16316,721292,143,Agatha Christie,1927,"The Big Four (Hercule Poirot, #5)",3.6,17820,21564,1331,655,2484,6645,6741,5039,https://images.gr-assets.com/books/1372506728m/16316.jpg,eng,"['mystery', 'fiction', 'crime', 'classics', 'thriller']"
6211,6212,16424,16424,2991011,204,Agatha Christie,1932,"Peril at End House (Hercule Poirot, #8)",3.89,19463,23119,1115,98,803,6497,9806,5915,https://images.gr-assets.com/books/1327938128m/16424.jpg,eng,"['mystery', 'fiction', 'crime', 'classics', 'thriller']"
6212,6213,23346719,23346719,40851119,73,Renée Knight,2015,Disclaimer,3.58,11329,16820,2379,540,1584,5210,6557,2929,https://images.gr-assets.com/books/1417259186m/23346719.jpg,eng,"['fiction', 'thriller', 'mystery', 'suspense', 'crime']"
6213,6214,15743078,15743078,21431022,8,Veronica Roth,2012,"The Divergent Series 2-Book Collection (Divergent, #1-2)",4.56,12490,14038,255,158,254,1059,2666,9901,https://images.gr-assets.com/books/1341816250m/15743078.jpg,eng,"['young-adult', 'fiction', 'science-fiction', 'romance', 'fantasy', 'chick-lit']"
6214,6215,10314376,10314376,14511050,134,"Umberto Eco, Richard Dixon",2010,The Prague Cemetery,3.39,11974,17356,1928,1072,2393,5424,5584,2883,https://images.gr-assets.com/books/1327902035m/10314376.jpg,eng,"['fiction', 'historical-fiction', 'mystery', 'contemporary']"
6215,6216,7176578,7176578,7627945,70,Yann Martel,2010,Beatrice and Virgil,3.13,15076,16991,2817,1878,3191,5198,4308,2416,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'contemporary']"
6216,6217,885744,885744,1353328,15,Hiroyuki Takei,1998,"Shaman King, Vol. 1: A Shaman in Tokyo",4.14,14043,14100,93,268,742,2639,3610,6841,https://images.gr-assets.com/books/1444234846m/885744.jpg,eng,"['manga', 'fantasy', 'comics', 'graphic-novels', 'fiction', 'young-adult']"
6217,6218,187049,187049,6785716,36,Robert Jordan,1990,"From the Two Rivers: The Eye of the World, Part 1 (Wheel of time, #1-1)",4.26,13686,14317,115,394,477,1775,4006,7665,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fantasy', 'fiction', 'young-adult', 'books', 'classics']"
6218,6219,33426,33426,629317,41,Michio Kaku,1994,Hyperspace,4.11,13941,15150,405,276,624,2622,5315,6313,https://images.gr-assets.com/books/1404794967m/33426.jpg,eng,"['science', 'nonfiction', 'philosophy']"
6219,6220,835623,835623,2085667,51,Steven Pinker,1997,How the Mind Works,3.97,13516,14467,426,391,770,2892,5283,5131,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['psychology', 'science', 'nonfiction', 'philosophy']"
6220,6221,17925397,17925397,25122168,11,Bella Forrest,2013,"A Castle of Sand (A Shade of Vampire, #3)",4.1,18998,19239,755,240,836,3631,6600,7932,https://images.gr-assets.com/books/1368555992m/17925397.jpg,eng,"['paranormal', 'romance', 'young-adult', 'fantasy', 'fiction']"
6221,6222,8139321,8139321,12935753,18,Karen Kingsbury,2011,"Leaving (Bailey Flanigan, #1)",4.22,13616,14364,476,325,592,2073,3937,7437,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['christian', 'fiction', 'romance', 'contemporary']"
6222,6223,3763,3763,171188,135,Ian Fleming,1954,"Live and Let Die (James Bond, #2)",3.62,14230,17626,1146,218,1337,6315,6773,2983,https://images.gr-assets.com/books/1327953982m/3763.jpg,eng,"['fiction', 'thriller', 'mystery', 'classics', 'crime']"
6223,6224,11873368,11873368,16831098,9,Kate Egan,2012,The World of the Hunger Games (Hunger Games Trilogy),4.48,15060,15335,239,178,379,1645,2808,10325,https://images.gr-assets.com/books/1327937151m/11873368.jpg,eng,"['young-adult', 'fantasy', 'nonfiction', 'fiction', 'romance', 'science-fiction', 'books', 'contemporary']"
6224,6225,584637,584637,1086777,251,"John Stuart Mill, George Sher",1861,Utilitarianism,3.65,14699,15684,229,422,1440,4963,5307,3552,https://images.gr-assets.com/books/1405624617m/584637.jpg,eng,"['philosophy', 'nonfiction', 'classics', 'history']"
6225,6226,11861815,11861815,16818567,20,Andrew  Smith,2013,"Winger (Winger, #1)",4.08,18596,19460,3851,748,1041,2875,6043,8753,https://images.gr-assets.com/books/1367927656m/11861815.jpg,eng,"['young-adult', 'contemporary', 'fiction', 'romance', 'sports']"
6226,6227,25142924,25142924,44611588,37,Mitch Albom,2012,The Magic Strings of Frankie Presto,4.32,15701,18828,3031,336,520,2038,5873,10061,https://images.gr-assets.com/books/1426364478m/25142924.jpg,eng,"['young-adult', 'fantasy', 'nonfiction', 'fiction', 'romance', 'science-fiction', 'books', 'contemporary']"
6227,6228,23157777,23157777,42704733,22,Robin Hobb,2015,"Fool's Quest  (The Fitz and The Fool, #2)",4.53,12374,17140,1252,50,159,1125,5172,10634,https://images.gr-assets.com/books/1420496252m/23157777.jpg,eng,"['fantasy', 'fiction']"
6228,6229,127515,127515,864848,58,Jack Finney,1955,Invasion of the Body Snatchers,3.88,14700,15809,559,251,962,4123,5573,4900,https://images.gr-assets.com/books/1344394499m/127515.jpg,eng,"['science-fiction', 'horror', 'fiction', 'classics', 'thriller', 'fantasy', 'mystery', 'suspense', 'books', 'science', 'psychology']"
6229,6230,824508,824508,2756729,72,Melvin Burgess,1996,Smack,3.87,11971,15614,649,364,1147,3842,5076,5185,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['young-adult', 'fiction', 'contemporary', 'romance']"
6230,6231,22381892,22381892,41797265,17,"Bill O'Reilly, Martin Dugard",2014,Killing Patton: The Strange Death of World War II's Most Audacious General,4.08,13706,15438,1813,263,546,2623,6243,5763,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['history', 'biography', 'nonfiction', 'historical-fiction', 'books', 'fiction', 'mystery']"
6231,6232,8686068,8686068,13558363,64,"Keigo Higashino, Alexander O. Smith",2005,The Devotion of Suspect X,4.05,12336,16654,2562,140,633,3108,7197,5576,https://images.gr-assets.com/books/1312051518m/8686068.jpg,eng,"['mystery', 'fiction', 'crime', 'thriller', 'suspense']"
6232,6233,227778,227778,1149648,37,Jenny Nimmo,2003,"Charlie Bone and the Time Twister (The Children of the Red King, #2)",3.88,18374,19680,488,292,1090,5345,6894,6059,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fantasy', 'young-adult', 'fiction', 'mystery']"
6233,6234,23965,23965,1087464,58,Irvine Welsh,2005,Porno,3.78,13049,15315,470,221,1029,4352,6056,3657,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,it,"['fiction', 'contemporary', 'thriller', 'crime', 'mystery']"
6234,6235,106129,106129,847798,33,Jenny Nimmo,2004,"Charlie Bone and the Invisible Boy (The Children of the Red King, #3)",3.89,19080,19833,372,281,1137,5345,6732,6338,https://images.gr-assets.com/books/1328867540m/106129.jpg,eng,"['fantasy', 'young-adult', 'fiction', 'mystery']"
6235,6236,13603717,13603717,19197480,8,Hugh Howey,2012,"First Shift: Legacy (Shift, #1)",4.21,15136,15475,829,91,321,2287,6302,6474,https://images.gr-assets.com/books/1334528415m/13603717.jpg,eng,"['science-fiction', 'fiction', 'fantasy', 'mystery', 'thriller', 'science']"
6236,6237,6455256,6455256,6645508,49,"James Patterson, Michael Ledwidge",2010,"Worst Case (Michael Bennett, #3)",4,16461,19142,1187,141,634,4340,8066,5961,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
6237,6238,93797,93797,90418,47,Daniel Silva,1996,The Unlikely Spy,4.22,14928,17139,680,136,407,2463,6670,7463,https://images.gr-assets.com/books/1309203396m/93797.jpg,eng,"['fiction', 'thriller', 'historical-fiction', 'mystery', 'suspense']"
6238,6239,5111039,5111039,5177807,14,Ellen Schreiber,2009,"Royal Blood (Vampire Kisses, #6)",4.09,20049,20485,346,411,1225,4169,4931,9749,https://images.gr-assets.com/books/1318011052m/5111039.jpg,eng,"['young-adult', 'paranormal', 'romance', 'fantasy', 'fiction']"
6239,6240,15018,15018,13649393,38,Neale Donald Walsch,1996,"Conversations With God: An Uncommon Dialogue, Book 3",4.18,12301,12866,163,316,573,2069,3394,6514,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['spirituality', 'nonfiction', 'religion', 'philosophy', 'self-help']"
6240,6241,24728470,24728470,43579550,36,Patti Smith,2015,M Train,3.94,15634,18895,2040,762,1128,3562,6555,6888,https://images.gr-assets.com/books/1429289871m/24728470.jpg,eng,"['nonfiction', 'memoir', 'music', 'biography', 'art', 'poetry', 'travel']"
6241,6242,91440,91440,1524121,53,Louise Erdrich,1984,Love Medicine,3.98,15351,17029,1148,248,812,3544,6842,5583,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'historical-fiction', 'classics', 'contemporary']"
6242,6243,7932146,7932146,11259924,38,Brad Meltzer,2011,"The Inner Circle (Culper Ring, #1)",3.76,14706,16525,1421,344,1120,4546,6633,3882,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'mystery', 'thriller', 'suspense', 'historical-fiction', 'crime', 'history', 'contemporary', 'books']"
6243,6244,669570,669570,655608,13,Jessica Day George,2006,"Dragon Slippers (Dragon Slippers, #1)",4.22,20916,22475,2040,268,592,3415,7794,10406,https://images.gr-assets.com/books/1316730294m/669570.jpg,eng,"['fantasy', 'young-adult', 'fiction', 'romance']"
